a_f32_bits,a_f32,tf_bits,tf_f32
3281710516,-309.8570556640625,178917644694,-309.8570251464844
1146257147,841.9840698242188,74524558740,841.9840087890625
1135617305,352.2898254394531,90280907158,352.2898864746094
1132147831,251.20494079589844,69953295766,251.2050018310547
1146679489,867.7617797851562,96730252692,867.7617797851562
3295326864,-938.7900390625,173281509780,-938.7901000976562
1129114032,204.912841796875,320283496849,204.91281127929688
3290170957,-624.0984497070312,571776178582,-624.0984497070312
3276676232,-206.1114501953125,571532679569,-206.11146545410156
3290371346,-636.3292236328125,568311480726,-636.3292236328125
3281444551,-301.7404479980469,178602908054,-301.7404479980469
1145614448,802.7568359375,73662024084,802.7567749023438
1138844780,450.7845458984375,423159564694,450.78448486328125
1143809365,692.5833129882812,285658945942,692.5833129882812
3293856278,-849.0325927734375,148848002452,-849.032470703125
3284609049,-398.3132629394531,637368148374,-398.3132019042969
1141773456,568.3212890625,429581146518,568.3212890625
3295004221,-919.0974731445312,178276864404,-919.097412109375
3290112902,-620.5550537109375,571251626390,-620.5551147460938
3293647445,-836.2864379882812,148201903508,-836.2862548828125
1142867763,635.1124877929688,312060428694,635.1124877929688
3288719486,-535.5076904296875,657487858070,-535.5076904296875
3273091739,-151.4164276123047,624555350417,-151.4164581298828
3295875691,-972.2877807617188,171807442324,-972.28759765625
3292605102,-772.6668701171875,147392037268,-772.6666870117188
1105195181,27.992517471313477,69803084176,27.992515563964844
1142007744,582.62109375,436579411350,582.62109375
3281975589,-317.9464416503906,173410681238,-317.9465026855469
3283396297,-361.3030090332031,182705538454,-361.3030090332031
3294992396,-918.375732421875,178250097044,-918.3758544921875
3293065509,-800.7678833007812,146303718804,-800.7677001953125
3291463192,-702.97021484375,554186662294,-702.9702758789062
3289571072,-587.484375,663146875286,-587.484375
1124840088,139.6976318359375,453795029393,139.69760131835938
3280804680,-282.213134765625,148751409558,-282.21307373046875
1148116241,955.4541625976562,88337387924,955.4540405273438
3285705690,-431.78009033203125,644270412182,-431.7800598144531
1144136647,712.5590209960938,284986255766,712.55908203125
3293322470,-816.4515380859375,146643507604,-816.4517822265625
1113380481,55.209476470947266,413801779600,55.209468841552734
1120265653,98.94864654541016,94499938705,98.94863891601562
1134382025,314.5920715332031,88089829782,314.5921325683594
3274947132,-179.72747802734375,657236001169,-179.72747802734375
1111484879,47.978328704833984,451010995600,47.97832489013672
1141565440,555.625,432283984278,555.6250610351562
3291362038,-696.7962646484375,555821476246,-696.7962036132812
1115485337,63.23886489868164,429904648592,63.238868713378906
1127229870,176.16281127929688,440793466257,176.16282653808594
1141692730,563.3941650390625,430191448470,563.3941650390625
3290965240,-672.57763671875,575951702422,-672.57763671875
3274363850,-170.82730102539062,627176382865,-170.8273162841797
3295524641,-950.8613891601562,173477880212,-950.8614501953125
1134726743,325.1120300292969,85970674070,325.1120300292969
1144521671,736.0590209960938,69140648340,736.0589599609375
